id,دانشكده,گروه آموزشي,شماره و گروه درس,نام درس,واحد کل,واحد ع,ظر فيت,ثبت نام شده,تعداد ليست انتظار,جنسيت,نام استاد,زمان و مكان ارائه/ امتحان,توضيحات,امكان اخذ درس توسط ساير مراكز,حذف اضطراري
88,جغرافيا و برنامه ريزي محيطي,جغرافيا و برنامه ريزي گردشگري,1024851_01,روشهاي پژوهش پيشرفته در مطالعات گردشگري,2,1,15,0,0,مختلط,ابراهيم زاده آكباد عيسي,"درس(ت): پنج شنبه  13:00-15:00 مکان: كلاس پژوهشكده علوم زمين و جغرافيا(طبقه دوم سلف)
  امتحان(1404.10.25)  ساعت : 07:30-09:30",,-,امكان دارد
89,جغرافيا و برنامه ريزي محيطي,جغرافيا و برنامه ريزي گردشگري,1024853_01,برنامه ريزي و توسعه محصول گردشگري,2,0,15,0,0,مختلط,قنبري سيروس,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 607
  امتحان(1404.11.05)  ساعت : 07:30-09:30",,-,امكان دارد
90,جغرافيا و برنامه ريزي محيطي,جغرافيا و برنامه ريزي گردشگري,1024859_01,تحليل (جي اي اس )پيشرفته  در برنامه ريزي گردشگري,2,1,15,0,0,مختلط,حميديان پور محسن,"درس(ت): چهارشنبه  09:30-11:30 مکان: آزمايشگاه جغرافيا جي اي اس
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
91,جغرافيا و برنامه ريزي محيطي,جغرافيا و برنامه ريزي گردشگري,1024990_01,پايان نامه گردشگري,6,6,10,2,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
92,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026614_01,پايان نامه مخاطرات,6,0,20,1,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
93,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026650_01,پيش بيني وهشدارمخاطرات زلزله,2,1,10,3,0,مختلط,پودينه محمدرضا,"درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 203
  امتحان(1404.10.25)  ساعت : 07:30-09:30",,-,امكان دارد
94,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026651_01,مخاطرات زيست محيطي شهري,2,1,10,3,0,مختلط,طاوسي تقي,"درس(ت): چهارشنبه  07:30-09:30 مکان: كلاس 204
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
95,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026652_01,مخاطرات اقليمي,2,1,10,0,0,مختلط,خسروي محمود,"درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 203
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
96,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026653_01,مخاطرات ژئومورفولوژيك,2,1,10,0,0,مختلط,فتوحي صمد,"درس(ت): چهارشنبه  07:30-09:30 مکان: آزمايشگاه ژئومورفولوژي
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
97,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026656_01,مخاطرات وحقوق محيط,2,0,10,3,0,مختلط,پودينه محمدرضا,"درس(ت): چهارشنبه  18:00-20:00 مکان: كلاس 201
  امتحان(1404.11.07)  ساعت : 07:30-09:30",,-,امكان دارد
98,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026657_01,ديدگاهها ونظريه هادرمخاطرات محيطي,2,1,10,1,0,مختلط,محمودي پيمان,"درس(ت): سه شنبه   13:00-15:00 مکان: كلاس 202
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
99,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026660_01,روش تحقيق درمخاطرات محيطي,2,1,10,0,0,مختلط,طاوسي تقي,"درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 101
  امتحان(1404.10.28)  ساعت : 07:30-09:30",,-,امكان دارد
100,جغرافيا و برنامه ريزي محيطي,مخاطرات محيطي,1026661_01,هوشمندسازي ومهندسي مخاطرات محيطي,2,1,10,3,0,مختلط,نظري پور حميد,"درس(ت): چهارشنبه  15:00-17:00 مکان: كلاس 101
  امتحان(1404.10.30)  ساعت : 07:30-09:30",,-,امكان دارد
101,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028006_01,هيدرولوژي,2,0,35,21,0,مختلط,محمودي پيمان,"درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 201
  امتحان(1404.10.25)  ساعت : 07:30-09:30",,-,امكان دارد
102,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028101_01,فلسفه علم جغرافيا,2,0,35,3,0,مختلط,پايدار ابوذر,"درس(ت): دوشنبه    09:30-11:30 مکان: كلاس 201
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
103,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028102_01,جفرافياي گردشگري,2,0,35,4,0,مختلط,هادياني زهره,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 101
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
104,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028104_01,جغرافياي جمعيت,2,0,35,3,0,مختلط,شهبازي اميرحمزه,"درس(ت): شنبه      15:00-17:00 مکان: كلاس 202
  امتحان(1404.11.02)  ساعت : 09:30-11:30",,-,امكان دارد
105,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028106_01,جغرافياي سياسي,2,0,35,3,0,مختلط,يغفوري حسين,"درس(ت): دوشنبه    18:00-20:00 مکان: كلاس 231
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
106,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028107_01,نقشه خواني,2,0,35,1,0,مختلط,منصوري رضا,"درس(ت): دوشنبه    15:00-17:00 مکان: آزمايشگاه ژئومورفولوژي
  امتحان(1404.11.07)  ساعت : 09:30-11:30",,-,امكان دارد
107,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028114_01,زمين شناسي عمومي,2,0,35,1,0,مختلط,منصوري رضا,"درس(ت): يك شنبه   15:00-17:00 مکان: آزمايشگاه ژئومورفولوژي
  امتحان(1404.10.30)  ساعت : 09:30-11:30",,-,امكان دارد
108,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028115_01,جغرافياي روستايي,2,0,35,23,0,مختلط,قنبري سيروس,"درس(ت): دوشنبه    15:00-17:00 مکان: كلاس 203
  امتحان(1404.11.06)  ساعت : 07:30-09:30",,-,امكان دارد
109,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028116_01,جغرافياي شهري,2,0,35,24,0,مختلط,يغفوري حسين,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 231
  امتحان(1404.11.01)  ساعت : 07:30-09:30",,-,امكان دارد
110,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028117_01,آب وهواي ايران,2,0,35,17,0,مختلط,حميديان پور محسن,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 203
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
111,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028122_01,جغرافيايي زيستي,2,0,35,25,0,مختلط,پودينه محمدرضا,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 201
  امتحان(1404.11.05)  ساعت : 09:30-11:30",,-,امكان دارد
112,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028132_01,آمارواحتمالات براي جغرافيا2,2,0,35,12,0,مختلط,محمودي پيمان,"درس(ت): دوشنبه    18:00-20:00 مکان: كلاس 203
  امتحان(1404.10.25)  ساعت : 09:30-11:30",,-,امكان دارد
113,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028133_01,روش هاي برنامه ريزي منطقه اي و آمايش سرزمين,2,0,35,18,0,مختلط,رخشاني نسب حميدرضا,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 101
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
114,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028134_01,مخاطرات محيطي,2,0,35,16,0,مختلط,پودينه محمدرضا,"درس(ت): دوشنبه    13:00-15:00 مکان: كلاس 101
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
115,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028135_01,كار آفريني,2,0,35,13,0,مختلط,وليزاده محرم,"درس(ت): شنبه      07:30-09:30 مکان: كلاس 101
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
116,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028136_01,برنامه ريزي شهري,2,0,35,17,0,مختلط,هادياني زهره,"درس(ت): يك شنبه   15:00-17:00 مکان: كلاس 101
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
117,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028138_01,مسائل آب,2,0,35,15,0,مختلط,پودينه محمدرضا,"درس(ت): شنبه      13:00-15:00 مکان: كلاس 101
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
118,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028146_01,اقليم شناسي فيزيكي,2,0,35,16,0,مختلط,طاوسي تقي,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 101
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
119,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028147_01,كاربري اراضي شهري و منطقه اي,2,1,35,10,0,مختلط,رخشاني نسب حميدرضا,"درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 204
  امتحان(1404.11.01)  ساعت : 09:30-11:30",,-,امكان دارد
120,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028148_01,مديريت شهري,2,0,35,10,0,مختلط,شهبازي اميرحمزه,"درس(ت): دوشنبه    07:30-09:30 مکان: كلاس 202
  امتحان(1404.10.29)  ساعت : 09:30-11:30",,-,امكان دارد
121,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028149_01,كارگاه برنامه ريزي شهري,2,1,35,12,0,مختلط,هادياني زهره,"درس(ت): شنبه      09:30-11:30 مکان: كلاس 101
  امتحان(1404.10.25)  ساعت : 09:30-11:30",,-,امكان دارد
122,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028150_01,كارگاه برنامه ريزي روستايي,2,1,35,10,0,مختلط,رخشاني نسب حميدرضا,"درس(ت): يك شنبه   07:30-09:30 مکان: كلاس 201
  امتحان(1404.10.28)  ساعت : 09:30-11:30",,-,امكان دارد
123,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028151_01,مديريت روستايي,2,0,35,10,0,مختلط,قنبري سيروس,"درس(ت): سه شنبه   09:30-11:30 مکان: كلاس 101
  امتحان(1404.11.02)  ساعت : 09:30-11:30",,-,امكان دارد
124,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028152_01,كار آفريني روستايي,2,0,35,9,0,مختلط,طيب نيا سيدهادي,"درس(ت): دوشنبه    18:00-20:00 مکان: كلاس 101
  امتحان(1404.11.06)  ساعت : 09:30-11:30",,-,امكان دارد
125,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028153_01,هيدروكليماتولوژي,2,0,35,8,0,مختلط,محمودي پيمان,"درس(ت): يك شنبه   18:00-20:00 مکان: كلاس 204
  امتحان(1404.11.08)  ساعت : 09:30-11:30",,-,امكان دارد
126,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028154_01,ميكروكليماتولوژي,2,0,35,13,0,مختلط,نظري پور حميد,"درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 203
  امتحان(1404.11.04)  ساعت : 09:30-11:30",,-,امكان دارد
127,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028155_01,پروژه,2,2,35,14,0,مختلط,اساتيد گروه آموزشي,,,-,امكان دارد
128,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028176_01,مباني سنجش از دور,2,0,35,22,0,مختلط,حميديان پور محسن,"درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 202
  امتحان(1404.11.07)  ساعت : 09:30-11:30",,-,امكان دارد
129,جغرافيا و برنامه ريزي محيطي,جغرافيا,1028177_01,ژئومورفولوژي ايران 1,2,0,35,21,0,مختلط,فتوحي صمد,"درس(ت): دوشنبه    09:30-11:30 مکان: آزمايشگاه ژئومورفولوژي
  امتحان(1404.11.04)  ساعت : 07:30-09:30",,-,امكان دارد
130,ادبيات و علوم انساني,دروس سرويسي,1210070_01,فارسي عمومي,3,0,30,8,0,مختلط,ميري مريم,"درس(ت): شنبه      07:30-09:30 مکان: كلاس 307
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 307",,-,امكان دارد
131,ادبيات و علوم انساني,دروس سرويسي,1210070_04,فارسي عمومي,3,0,30,7,0,مختلط,انصاري پويا محمد,"درس(ت): شنبه      18:00-20:00 مکان: كلاس 307
 درس(ت): سه شنبه   18:00-20:00 مکان: كلاس 307",,-,امكان دارد
132,ادبيات و علوم انساني,دروس سرويسي,1210070_08,فارسي عمومي,3,0,30,2,0,مختلط,ميرزايي شمسيه,"درس(ت): يك شنبه   18:00-20:00
 درس(ت): چهارشنبه  18:00-20:00 مکان: كلاس 504",,-,امكان دارد
133,ادبيات و علوم انساني,دروس سرويسي,1210070_09,فارسي عمومي,3,0,30,3,0,مختلط,عارفي اكرم,"درس(ت): شنبه      07:30-09:30 مکان: كلاس 504
 درس(ت): سه شنبه   07:30-09:30 مکان: كلاس 504",,-,امكان دارد
134,ادبيات و علوم انساني,دروس سرويسي,1210070_14,فارسي عمومي,3,0,30,18,0,مختلط,شاهرودي محمود,"درس(ت): سه شنبه   15:00-17:00 مکان: كلاس 307
 درس(ت): چهارشنبه  15:00-17:00 مکان: كلاس 307",,-,امكان دارد
135,ادبيات و علوم انساني,دروس سرويسي,1210070_17,فارسي عمومي,3,0,30,17,0,مختلط,شهركي شهريار,"درس(ت): سه شنبه   13:00-15:00 مکان: كلاس 504
 درس(ت): چهارشنبه  13:00-15:00 مکان: كلاس 504",,-,امكان دارد
136,ادبيات و علوم انساني,دروس سرويسي,1210070_19,فارسي عمومي,3,0,30,1,0,مختلط,ملايي احمد,"درس(ت): شنبه      15:00-17:00
 درس(ت): يك شنبه   15:00-17:00",,-,امكان دارد
